"No.","Time","Source","Destination","Protocol","Length","Info"
"1459","100.994469161","10.0.2.7","10.0.2.15","TCP","58","38637  >  3372 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1460","100.994497739","10.0.2.7","10.0.2.15","TCP","58","38637  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1461","100.994526057","10.0.2.7","10.0.2.15","TCP","58","38637  >  1100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1462","100.994555924","10.0.2.7","10.0.2.15","TCP","58","38637  >  6689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1463","100.994586954","10.0.2.7","10.0.2.15","TCP","58","38637  >  1972 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1464","100.994615623","10.0.2.7","10.0.2.15","TCP","58","38637  >  8994 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1465","100.994643140","10.0.2.15","10.0.2.7","TCP","60","2492  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1466","100.994643384","10.0.2.15","10.0.2.7","TCP","60","6100  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1467","100.994643549","10.0.2.15","10.0.2.7","TCP","60","9010  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1468","100.994650395","10.0.2.7","10.0.2.15","TCP","58","38637  >  1805 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1469","100.994757857","10.0.2.15","10.0.2.7","TCP","60","902  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1470","100.994902891","10.0.2.15","10.0.2.7","TCP","60","1801  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1471","100.994903127","10.0.2.15","10.0.2.7","TCP","60","8045  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1472","100.994903283","10.0.2.15","10.0.2.7","TCP","60","5960  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1473","100.994903434","10.0.2.15","10.0.2.7","TCP","60","6580  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1474","100.994903584","10.0.2.15","10.0.2.7","TCP","60","8192  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1475","100.994903735","10.0.2.15","10.0.2.7","TCP","60","32772  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1476","100.995046709","10.0.2.15","10.0.2.7","TCP","60","497  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1477","100.995046928","10.0.2.15","10.0.2.7","TCP","60","45100  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1478","100.995171794","10.0.2.15","10.0.2.7","TCP","60","6969  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1479","100.995172011","10.0.2.15","10.0.2.7","TCP","60","631  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1480","100.995172167","10.0.2.15","10.0.2.7","TCP","60","8800  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1481","100.995172318","10.0.2.15","10.0.2.7","TCP","60","6002  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1482","100.995172469","10.0.2.15","10.0.2.7","TCP","60","5925  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1483","100.995172619","10.0.2.15","10.0.2.7","TCP","60","27352  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1484","100.995308548","10.0.2.15","10.0.2.7","TCP","60","2725  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1485","100.995308765","10.0.2.15","10.0.2.7","TCP","60","49167  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1486","100.995434667","10.0.2.15","10.0.2.7","TCP","60","1029  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1487","100.995434895","10.0.2.15","10.0.2.7","TCP","60","2160  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1488","100.995435051","10.0.2.15","10.0.2.7","TCP","60","3372  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1489","100.995435205","10.0.2.15","10.0.2.7","TCP","60","2301  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1490","100.995435356","10.0.2.15","10.0.2.7","TCP","60","1100  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1491","100.995435506","10.0.2.15","10.0.2.7","TCP","60","6689  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1492","100.995563667","10.0.2.15","10.0.2.7","TCP","60","1972  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1493","100.995563886","10.0.2.15","10.0.2.7","TCP","60","8994  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1494","100.995564039","10.0.2.15","10.0.2.7","TCP","60","1805  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1495","100.996319567","10.0.2.7","10.0.2.15","TCP","58","38637  >  1075 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1496","100.996355043","10.0.2.7","10.0.2.15","TCP","58","38637  >  9593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1497","100.996384020","10.0.2.7","10.0.2.15","TCP","58","38637  >  1038 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1498","100.996414048","10.0.2.7","10.0.2.15","TCP","58","38637  >  10001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1499","100.996442402","10.0.2.7","10.0.2.15","TCP","58","38637  >  6666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1500","100.996474435","10.0.2.7","10.0.2.15","TCP","58","38637  >  2034 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1501","100.996500342","10.0.2.7","10.0.2.15","TCP","58","38637  >  2607 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1502","100.996532100","10.0.2.7","10.0.2.15","TCP","58","38637  >  8180 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1503","100.996561792","10.0.2.7","10.0.2.15","TCP","58","38637  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1504","100.996587239","10.0.2.7","10.0.2.15","TCP","58","38637  >  5100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1505","100.996617706","10.0.2.7","10.0.2.15","TCP","58","38637  >  8087 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1506","100.996646069","10.0.2.7","10.0.2.15","TCP","58","38637  >  10010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1507","100.996672024","10.0.2.7","10.0.2.15","TCP","58","38637  >  5859 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1508","100.996700571","10.0.2.7","10.0.2.15","TCP","58","38637  >  5679 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1509","100.996731876","10.0.2.7","10.0.2.15","TCP","58","38637  >  2967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1510","100.996763379","10.0.2.7","10.0.2.15","TCP","58","38637  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1511","100.996792868","10.0.2.15","10.0.2.7","TCP","60","1075  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1512","100.996795874","10.0.2.7","10.0.2.15","TCP","58","38637  >  15002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1513","100.996793103","10.0.2.15","10.0.2.7","TCP","60","9593  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1514","100.996825037","10.0.2.7","10.0.2.15","TCP","58","38637  >  84 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1515","100.996853996","10.0.2.7","10.0.2.15","TCP","58","38637  >  10621 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1516","100.996878173","10.0.2.7","10.0.2.15","TCP","58","38637  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1517","100.996904244","10.0.2.7","10.0.2.15","TCP","58","38637  >  5901 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1518","100.996933363","10.0.2.7","10.0.2.15","TCP","58","38637  >  6667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1519","100.996963490","10.0.2.7","10.0.2.15","TCP","58","38637  >  1113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1520","100.996993978","10.0.2.7","10.0.2.15","TCP","58","38637  >  1079 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1521","100.997000242","10.0.2.15","10.0.2.7","TCP","60","1038  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1522","100.997000647","10.0.2.15","10.0.2.7","TCP","60","10001  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1523","100.997022846","10.0.2.7","10.0.2.15","TCP","58","38637  >  3998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1524","100.997051235","10.0.2.7","10.0.2.15","TCP","58","38637  >  55600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1525","100.997081122","10.0.2.7","10.0.2.15","TCP","58","38637  >  3527 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1526","100.997110516","10.0.2.7","10.0.2.15","TCP","58","38637  >  8292 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1527","100.997145390","10.0.2.7","10.0.2.15","TCP","58","38637  >  7937 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1528","100.997174913","10.0.2.7","10.0.2.15","TCP","58","38637  >  1057 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1529","100.997187848","10.0.2.15","10.0.2.7","TCP","60","6666  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1530","100.997188025","10.0.2.15","10.0.2.7","TCP","60","2034  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1531","100.997188086","10.0.2.15","10.0.2.7","TCP","60","2607  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1532","100.997205688","10.0.2.7","10.0.2.15","TCP","58","38637  >  1024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1533","100.997235057","10.0.2.7","10.0.2.15","TCP","58","38637  >  2383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1534","100.997259996","10.0.2.7","10.0.2.15","TCP","58","38637  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1535","100.997291511","10.0.2.7","10.0.2.15","TCP","58","38637  >  14441 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1536","100.997682769","10.0.2.7","10.0.2.15","TCP","58","38637  >  8089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1537","100.998072165","10.0.2.7","10.0.2.15","TCP","58","38637  >  9595 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1538","100.998069465","10.0.2.15","10.0.2.7","TCP","60","8180  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1539","100.998069872","10.0.2.15","10.0.2.7","TCP","60","212  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1540","100.998070025","10.0.2.15","10.0.2.7","TCP","60","5100  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1541","100.998070176","10.0.2.15","10.0.2.7","TCP","60","8087  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1542","100.998070327","10.0.2.15","10.0.2.7","TCP","60","10010  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1543","100.998070478","10.0.2.15","10.0.2.7","TCP","60","5859  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1544","100.998070629","10.0.2.15","10.0.2.7","TCP","60","5679  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1545","100.998424112","10.0.2.7","10.0.2.15","TCP","58","38637  >  9999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1546","100.998755608","10.0.2.7","10.0.2.15","TCP","58","38637  >  1521 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1547","100.999087073","10.0.2.7","10.0.2.15","TCP","58","38637  >  4045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1548","100.999234647","10.0.2.7","10.0.2.15","TCP","58","38637  >  32774 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1549","100.999238725","10.0.2.15","10.0.2.7","TCP","60","2967  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1550","100.999238940","10.0.2.15","10.0.2.7","TCP","60","2001  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1551","100.999239103","10.0.2.15","10.0.2.7","TCP","60","15002  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1552","100.999239253","10.0.2.15","10.0.2.7","TCP","60","84  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1553","100.999239404","10.0.2.15","10.0.2.7","TCP","60","10621  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1554","100.999239555","10.0.2.15","10.0.2.7","TCP","60","1110  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1555","100.999239704","10.0.2.15","10.0.2.7","TCP","60","5901  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1556","100.999239856","10.0.2.15","10.0.2.7","TCP","60","6667  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1557","100.999298150","10.0.2.7","10.0.2.15","TCP","58","38637  >  6004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1558","100.999298614","10.0.2.15","10.0.2.7","TCP","60","1113  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1559","100.999298770","10.0.2.15","10.0.2.7","TCP","60","1079  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1560","100.999298925","10.0.2.15","10.0.2.7","TCP","60","3998  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1561","100.999299075","10.0.2.15","10.0.2.7","TCP","60","55600  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1562","100.999299226","10.0.2.15","10.0.2.7","TCP","60","3527  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1563","100.999299376","10.0.2.15","10.0.2.7","TCP","60","8292  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1564","100.999299527","10.0.2.15","10.0.2.7","TCP","60","7937  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1565","100.999299677","10.0.2.15","10.0.2.7","TCP","60","1057  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1566","100.999329545","10.0.2.7","10.0.2.15","TCP","58","38637  >  8083 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1567","100.999358781","10.0.2.7","10.0.2.15","TCP","58","38637  >  44176 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1568","100.999361400","10.0.2.15","10.0.2.7","TCP","60","1024  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1569","100.999361573","10.0.2.15","10.0.2.7","TCP","60","2383  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1570","100.999361737","10.0.2.15","10.0.2.7","TCP","60","8084  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1571","100.999361886","10.0.2.15","10.0.2.7","TCP","60","14441  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1572","100.999362040","10.0.2.15","10.0.2.7","TCP","60","8089  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1573","100.999362190","10.0.2.15","10.0.2.7","TCP","60","9595  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1574","100.999362341","10.0.2.15","10.0.2.7","TCP","60","9999  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1575","100.999362490","10.0.2.15","10.0.2.7","TCP","60","1521  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1576","100.999387649","10.0.2.7","10.0.2.15","TCP","58","38637  >  1277 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1577","100.999416538","10.0.2.7","10.0.2.15","TCP","58","38637  >  49159 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1578","100.999448287","10.0.2.7","10.0.2.15","TCP","58","38637  >  79 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1579","100.999477409","10.0.2.7","10.0.2.15","TCP","58","38637  >  5850 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1580","100.999503113","10.0.2.7","10.0.2.15","TCP","58","38637  >  2009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1581","100.999563419","10.0.2.7","10.0.2.15","TCP","58","38637  >  683 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1582","100.999596534","10.0.2.7","10.0.2.15","TCP","58","38637  >  722 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1583","100.999601070","10.0.2.15","10.0.2.7","TCP","60","4045  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1584","100.999601304","10.0.2.15","10.0.2.7","TCP","60","32774  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1585","100.999741584","10.0.2.15","10.0.2.7","TCP","60","6004  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1586","100.999741787","10.0.2.15","10.0.2.7","TCP","60","8083  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1587","100.999741940","10.0.2.15","10.0.2.7","TCP","60","44176  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1588","100.999958874","10.0.2.15","10.0.2.7","TCP","60","1277  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1589","100.999959088","10.0.2.15","10.0.2.7","TCP","60","49159  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1590","100.999959241","10.0.2.15","10.0.2.7","TCP","60","79  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1591","100.999959395","10.0.2.15","10.0.2.7","TCP","60","5850  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1592","101.000076849","10.0.2.15","10.0.2.7","TCP","60","2009  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1593","101.000077074","10.0.2.15","10.0.2.7","TCP","60","683  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1594","101.000991677","10.0.2.15","10.0.2.7","TCP","60","722  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1595","101.001064414","10.0.2.7","10.0.2.15","TCP","58","38637  >  2105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1596","101.001086836","10.0.2.7","10.0.2.15","TCP","58","38637  >  3814 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1597","101.001098569","10.0.2.7","10.0.2.15","TCP","58","38637  >  5903 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1598","101.001109325","10.0.2.7","10.0.2.15","TCP","58","38637  >  161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1599","101.001119780","10.0.2.7","10.0.2.15","TCP","58","38637  >  55555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1600","101.001173195","10.0.2.7","10.0.2.15","TCP","58","38637  >  7741 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1601","101.001205091","10.0.2.7","10.0.2.15","TCP","58","38637  >  6699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1602","101.001235521","10.0.2.7","10.0.2.15","TCP","58","38637  >  9877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1603","101.001266306","10.0.2.7","10.0.2.15","TCP","58","38637  >  9011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1604","101.001293418","10.0.2.7","10.0.2.15","TCP","58","38637  >  2811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1605","101.001318847","10.0.2.7","10.0.2.15","TCP","58","38637  >  3920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1606","101.001349063","10.0.2.7","10.0.2.15","TCP","58","38637  >  5825 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1607","101.001383734","10.0.2.7","10.0.2.15","TCP","58","38637  >  3851 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1608","101.001412427","10.0.2.7","10.0.2.15","TCP","58","38637  >  1417 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1609","101.001444185","10.0.2.7","10.0.2.15","TCP","58","38637  >  24 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1610","101.001459323","10.0.2.15","10.0.2.7","TCP","60","2105  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1611","101.001459548","10.0.2.15","10.0.2.7","TCP","60","3814  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1612","101.001475770","10.0.2.7","10.0.2.15","TCP","58","38637  >  58080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1613","101.001507437","10.0.2.7","10.0.2.15","TCP","58","38637  >  3005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1614","101.001533220","10.0.2.7","10.0.2.15","TCP","58","38637  >  1053 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1615","101.001565486","10.0.2.7","10.0.2.15","TCP","58","38637  >  2107 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1616","101.001594288","10.0.2.7","10.0.2.15","TCP","58","38637  >  9666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1617","101.001619444","10.0.2.7","10.0.2.15","TCP","58","38637  >  4129 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1618","101.001645986","10.0.2.7","10.0.2.15","TCP","58","38637  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1619","101.001670334","10.0.2.7","10.0.2.15","TCP","58","38637  >  5633 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1620","101.001694005","10.0.2.7","10.0.2.15","TCP","58","38637  >  2200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1621","101.001718095","10.0.2.7","10.0.2.15","TCP","58","38637  >  1183 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1622","101.001741590","10.0.2.7","10.0.2.15","TCP","58","38637  >  6 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1623","101.001766866","10.0.2.7","10.0.2.15","TCP","58","38637  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1624","101.001768040","10.0.2.15","10.0.2.7","TCP","60","5903  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1625","101.001768280","10.0.2.15","10.0.2.7","TCP","60","161  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1626","101.001791908","10.0.2.7","10.0.2.15","TCP","58","38637  >  366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1627","101.001815559","10.0.2.7","10.0.2.15","TCP","58","38637  >  1036 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1628","101.001838992","10.0.2.7","10.0.2.15","TCP","58","38637  >  1080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1629","101.001862919","10.0.2.7","10.0.2.15","TCP","58","38637  >  146 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1630","101.001886520","10.0.2.7","10.0.2.15","TCP","58","38637  >  2909 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1631","101.001912825","10.0.2.7","10.0.2.15","TCP","58","38637  >  44443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1632","101.001937226","10.0.2.7","10.0.2.15","TCP","58","38637  >  264 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1633","101.001960765","10.0.2.7","10.0.2.15","TCP","58","38637  >  8400 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1634","101.001985340","10.0.2.7","10.0.2.15","TCP","58","38637  >  9090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1635","101.002008880","10.0.2.7","10.0.2.15","TCP","58","38637  >  13 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1636","101.002032215","10.0.2.7","10.0.2.15","TCP","58","38637  >  32776 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1637","101.002092755","10.0.2.7","10.0.2.15","TCP","58","38637  >  20000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1638","101.002112384","10.0.2.15","10.0.2.7","TCP","60","55555  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1639","101.002112795","10.0.2.15","10.0.2.7","TCP","60","7741  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1640","101.002200122","10.0.2.7","10.0.2.15","TCP","58","38637  >  1700 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1641","101.002205336","10.0.2.15","10.0.2.7","TCP","60","6699  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1642","101.002215296","10.0.2.7","10.0.2.15","TCP","58","38637  >  5963 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1643","101.002217317","10.0.2.7","10.0.2.15","TCP","58","38637  >  1114 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1644","101.002316092","10.0.2.15","10.0.2.7","TCP","60","9877  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1645","101.002412097","10.0.2.15","10.0.2.7","TCP","60","9011  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1646","101.002412324","10.0.2.15","10.0.2.7","TCP","60","2811  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1647","101.002412499","10.0.2.15","10.0.2.7","TCP","60","3920  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1648","101.002412663","10.0.2.15","10.0.2.7","TCP","60","5825  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1649","101.002412812","10.0.2.15","10.0.2.7","TCP","60","3851  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1650","101.002412964","10.0.2.15","10.0.2.7","TCP","60","1417  >  38637 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1651","101.002487008","10.0.2.7","10.0.2.15","TCP","58","38637  >  5225 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1652","101.002490087","10.0.2.7","10.0.2.15","TCP","58","38637  >  1443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1653","101.002491924","10.0.2.7","10.0.2.15","TCP","58","38637  >  28201 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1654","101.002493780","10.0.2.7","10.0.2.15","TCP","58","38637  >  3369 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1655","101.002495597","10.0.2.7","10.0.2.15","TCP","58","38637  >  1051 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1656","101.002497389","10.0.2.7","10.0.2.15","TCP","58","38637  >  9071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
